step,body,x,y,z
750,7,778.4998452775322,0.45811000628314663,0.0
750,8,779.4085007600569,0.6763278629074793,0.0
750,9,777.039857994898,0.23482672020891196,0.0
750,10,1433.399954475116,0.3379500380489873,0.0
750,11,1434.158050127143,0.5592870567203391,0.0
750,12,2872.4999885741713,0.2403199996836656,0.0
750,13,4495.099995336159,0.20276999993033537,0.0
750,14,5906.3999972973725,0.18023999997271692,0.0
1000,0,3.544339028291078e-07,4.389161303794662e-10,0.0
1000,1,57.850200731421225,2.391704744044993,0.0
1000,2,108.18573855619665,1.6816061832236888,0.0
1000,3,149.5925453187545,1.4113874880445871,0.0
1000,4,150.59216479911638,1.9118034934610746,0.0
1000,5,227.89678826013912,1.1010952464404749,0.0
1000,6,228.49666175092923,1.4013710654293074,0.0
1000,7,778.4997252291341,0.6106100201871496,0.0
1000,8,779.3351325066736,0.8934138302149724,0.0
1000,9,777.070967584305,0.3151279351001776,0.0
1000,10,1433.3999191460753,0.4504500905827976,0.0
1000,11,1434.125642804944,0.7413197861958135,0.0
1000,12,2872.499979707681,0.32031999925091853,0.0
1000,13,4495.0999917169975,0.2702699998350339,0.0
1000,14,5906.399995200124,0.2402399999353938,0.0
1250,0,5.534696421410053e-07,8.567339219663265e-10,0.0
1250,1,57.82224136536677,2.988552471346889,0.0
1250,2,108.17773004599665,2.101535913222462,0.0
1250,3,149.5883588185959,1.7638659671050996,0.0
1250,4,150.58778571932683,2.389209468517327,0.0
1250,5,227.89498454996766,1.3760906803178434,0.0
1250,6,228.49479329145626,1.7513457114690743,0.0
1250,7,778.499570964323,0.7631100546504678,0.0
1250,8,779.2374525284281,1.1021896125866026,0.0
1250,9,777.1111839504268,0.3973232008349891,0.0
1250,10,1433.3998737381673,0.5629501780267759,0.0
1250,11,1434.0841947989054,0.9197271471392777,0.0
1250,12,2872.4999683122437,0.40031999853782596,0.0
1250,13,4495.09998706556,0.3377699996779933,0.0
1250,14,5906.399992504686,0.3002399998738921,0.0
1500,0,7.966750419514478e-07,1.479822232890302e-09,0.0
1500,1,57.78808305969576,3.5850798011012035,0.0
1500,2,108.16794443780573,2.521431118062045,0.0
1500,3,149.5832430600186,2.1163337752364435,0.0
1500,4,150.582451207349,2.8665771445012913,0.0
1500,5,227.89278046181397,1.6510838268353425,0.0
1500,6,228.4925150183486,2.1013102489531,0.0
1500,7,778.4993825068439,0.9156101331705455,0.0
1500,8,779.1122270022681,1.298133147317154,0.0
1500,9,777.1606871034071,0.4819791562389196,0.0
1500,10,1433.3998182495257,0.6754503100752737,0.0
1500,11,1434.0338839320198,1.0935108327487533,0.0
1500,12,2872.499954387858,0.4803199974743731,0.0
1500,13,4495.099981381845,0.4052699994437947,0.0
1500,14,5906.399989211061,0.36023999978217225,0.0
1750,0,1.0840491375415854e-06,2.3491897487687e-09,0.0
1750,1,57.747729399580116,4.1812227758772025,0.0
1750,2,108.1563818523134,2.941284898544978,0.0
1750,3,149.577197989807,2.4687887242832414,0.0
1750,4,150.57616743731614,3.343903395921431,0.0
1750,5,227.8901759637392,1.926074203725857,0.0
1750,6,228.4898287485789,2.451264003661607,0.0
1750,7,778.4991598939215,1.0681103054055165,0.0
1750,8,778.9544538250684,1.473310738201932,0.0
1750,9,777.2197025975389,0.5697341791013183,0.0
1750,10,1433.3997526775413,0.7879504970774391,0.0
1750,11,1433.9749587036679,1.2616101992317343,0.0
1750,12,2872.4999379345245,0.5603199959905418,0.0
1750,13,4495.0999746658545,0.4727699991170183,0.0
1750,14,5906.399985319249,0.42023999965419656,0.0
2000,0,1.4155907888881863e-06,3.5058382769762712e-09,0.0
2000,1,57.70118462127519,4.776917476908058,0.0
2000,2,108.14304243216253,3.3610903556462937,0.0
2000,3,149.57022356771503,2.8212286153207713,0.0
2000,4,150.56893986497846,3.8211859738006604,0.0
2000,5,227.88717102823358,2.2010613238586267,0.0
2000,6,228.4867360818777,2.801206561455778,0.0
2000,7,778.4989031834479,1.2206106887019863,0.0
2000,8,778.7564456591041,1.611067656234412,0.0
2000,9,777.2885045118655,0.6613237087324495,0.0
2000,10,1433.3996770186218,0.9004507501640371,0.0
2000,11,1433.907760780073,1.422890193117556,0.0
2000,12,2872.4999189522423,0.6403199940163171,0.0
2000,13,4495.099966917587,0.5402699986822453,0.0
2000,14,5906.399980829247,0.4802399994839259,0.0
2250,0,1.7912986807226942e-06,4.990761599100586e-09,0.0
2250,1,57.64845361173121,5.372100030537107,0.0
2250,2,108.127926341951,3.7808405905425237,0.0
2250,3,149.56231976735427,3.1736512428918693,0.0
2250,4,150.5607731555011,4.298423161374507,0.0
2250,5,227.88376563261437,2.476044697152907,0.0
2250,6,228.4832383793748,3.1511376658763175,0.0
2250,7,778.4986124313652,1.3731116357320998,0.0
2250,8,778.5107015195651,1.6646776393184555,0.0
2250,9,777.3674182477184,0.7576139771651277,0.0
2250,10,1433.3995912678836,1.0129510813567455,0.0
2250,11,1433.8327553813306,1.5761309459020652,0.0
2250,12,2872.4998974410123,0.7203199914816837,0.0
2250,13,4495.099958137043,0.607769998124056,0.0
2250,14,5906.3999757410575,0.5402399992653224,0.0
2500,0,2.2111713225994097e-06,6.844944323843866e-09,0.0
2500,1,57.589541908144014,5.966706614660795,0.0
2500,2,108.11103376823442,4.200528704640732,0.0
2500,3,149.55348657571568,3.5260543981692107,0.0
2500,4,150.55167122238834,4.775613517158838,0.0
2500,5,227.87995975880924,2.7510238320051847,0.0
2500,6,228.4793367752566,3.501057141766013,0.0
2500,7,778.4982866938956,1.525614329045022,0.0
2500,8,778.3367413674727,1.4817079537691313,0.0
2500,9,777.456822122702,0.8596483030728567,0.0
2500,10,1433.399495418719,1.1254515036385988,0.0
2500,11,1433.7505717367762,1.7200210680373123,0.0
2500,12,2872.499873400834,0.8003199883166231,0.0
2500,13,4495.099948324223,0.6752699974270326,0.0
2500,14,5906.39997005468,0.6002399989923456,0.0
2750,0,2.675207048972648e-06,9.10936074040786e-09,0.0
2750,1,57.52445569744659,6.560673465167872,0.0
2750,2,108.09236491952888,4.620147799607572,0.0
2750,3,149.54372399205525,3.87843587109669,0.0
2750,4,150.54163731807782,5.252755701017915,0.0
2750,5,227.87575339285158,3.025998236254844,0.0
2750,6,228.4750322037609,3.8509648435877706,0.0
2750,7,778.4979233990522,1.678116440060746,0.0
2750,8,778.5610021057315,1.3557696701425186,0.0
2750,9,777.5571456101336,0.968712452241102,0.0
2750,10,1433.3993894622374,1.2379520309484746,0.0
2750,11,1433.6620560914469,1.8531581735445095,0.0
2750,12,2872.4998468317094,0.8803199844511218,0.0
2750,13,4495.099937479126,0.7427699965757545,0.0
2750,14,5906.399963770115,0.6602399986589589,0.0
3000,0,3.1834040192828774e-06,1.1824973672730328e-08,0.0
3000,1,57.45320181573975,7.15393688237421,0.0
3000,2,108.07192002631412,5.039690977398416,0.0
3000,3,149.5330320265956,4.230793451727479,0.0
3000,4,150.53067413952797,5.729848365542871,0.0
3000,5,227.87114652429267,3.3009674177868256,0.0
3000,6,228.47032543060035,4.2008606231601915,0.0
3000,7,778.4975255827399,1.8306167985371247,0.0
3000,8,778.7969957441361,1.432821151136525,0.0
3000,9,777.6688595673938,1.0864295225161231,0.0
3000,10,1433.399273386558,1.3504526780380355,0.0
3000,11,1433.5683396287977,1.974062499566547,0.0
3000,12,2872.4998177336383,0.9603199798151613,0.0
3000,13,4495.099925601762,0.8102699955548021,0.0
3000,14,5906.39995688736,0.7202399982591221,0.0
3250,0,3.7357602180523235e-06,1.5032733334361955e-08,0.0
3250,1,57.37578774766355,7.746433237452945,0.0
3250,2,108.04969934103698,5.459151340286436,0.0
3250,3,149.52141069927833,4.583124930993237,0.0
3250,4,150.51878392963306,6.206890093677401,0.0
3250,5,227.8661391456387,3.575930884877491,0.0
3250,6,228.46521708312997,4.550744311134144,0.0
3250,7,778.4970937043503,1.983116423785123,0.0
3250,8,778.9857441542536,1.5799098058859546,0.0
3250,9,777.7924485188785,1.2149017472353094,0.0
3250,10,1433.3991471759196,1.4629534600934968,0.0
3250,11,1433.4709224845801,2.081212913636263,0.0
3250,12,2872.499786106619,1.0403199743387264,0.0
3250,13,4495.0999126921215,0.8777699943487564,0.0
3250,14,5906.3999494064155,0.7802399977867976,0.0
3500,0,4.332273454989456e-06,1.8773576183950807e-08,0.0
3500,1,57.29222162570806,8.33809897885933,0.0
3500,2,108.02570313811432,5.878521990891814,0.0
3500,3,149.5088600386695,4.935428101097803,0.0
3500,4,150.5059685662901,6.683879366876395,0.0
3500,5,227.86073125185428,3.8508881463709943,0.0
3500,6,228.4597076768301,4.90061570753605,0.0
3500,7,778.496627690929,2.135615574259336,0.0
3500,8,779.1360064485006,1.759966746952501,0.0
3500,9,777.9283427504041,1.356928324284822,0.0
3500,10,1433.3990108096677,1.5754543919768076,0.0
3500,11,1433.3717715536332,2.173119153522561,0.0
3500,12,2872.4997519506514,1.120319967951803,0.0
3500,13,4495.099898750204,0.9452699929421975,0.0
3500,14,5906.399941327284,0.840239997235946,0.0
3750,0,4.9729413651025345e-06,2.3088423781645763e-08,0.0
3750,1,57.20251222946487,8.928870638749837,0.0
3750,2,107.99993171393845,6.297796032210936,0.0
3750,3,149.49538008104258,5.287700755676033,0.0
3750,4,150.4922296369319,7.160814552354143,0.0
3750,5,227.8549228399501,4.1258387117497834,0.0
3750,6,228.4537976374626,5.2504745779761395,0.0
3750,7,778.4961274845878,2.288114318393918,0.0
3750,8,779.2548834957464,1.9588303900322033,0.0
3750,9,778.0767584083856,1.5163485314304135,0.0
3750,10,1433.3988642611714,1.687955486889685,0.0
3750,11,1433.2734220523985,2.248449010681051,0.0
3750,12,2872.499715265736,1.200319960584369,0.0
3750,13,4495.099883776011,1.0127699913197086,0.0
3750,14,5906.399932649964,0.9002399966005288,0.0
4000,0,5.657761408822236e-06,2.8018181646436237e-08,0.0
4000,1,57.10666898481808,9.518684839395156,0.0
4000,2,107.97238538688077,6.7169665676456844,0.0
4000,3,149.48097086963264,5.63994068981327,0.0
4000,4,150.47756849920913,7.637693901666653,0.0
4000,5,227.8487139086444,4.400782091142248,0.0
4000,6,228.44748731910738,5.600320653217727,0.0
4000,7,778.4955930528004,2.440612653526912,0.0
4000,8,779.3469630499155,2.169471579644868,0.0
4000,9,778.2373195498687,1.6985894033516855,0.0
4000,10,1433.3987074969798,1.800456754239959,0.0
4000,11,1433.1790582813567,2.306231455094438,0.0
4000,12,2872.4996760518725,1.2803199521664135,0.0
4000,13,4495.099867769541,1.0802699894658674,0.0
4000,14,5906.399923374455,0.9602399958745074,0.0
4250,0,6.386730872133382e-06,3.360373811447902e-08,0.0
4250,1,57.00470196307573,10.107478299586338,0.0
4250,2,107.9430644972964,7.136026701032723,0.0
4250,3,149.46563245403811,5.992145699987001,0.0
4250,4,150.46198632963979,8.114515555617439,0.0
4250,5,227.8421044580936,4.675717795295381,0.0
4250,6,228.44077701862128,5.950153630619986,0.0
4250,7,778.4950243899987,2.5931105310862774,0.0
4250,8,779.415217227421,2.3877701169982397,0.0
4250,9,778.4081406342597,1.9115172524308326,0.0
4250,10,1433.3985404766952,1.9129581965642195,0.0
4250,11,1433.0925264685063,2.346149598856245,0.0
4250,12,2872.499634309061,1.3603199426279187,0.0
4250,13,4495.099850730794,1.147769987365257,0.0
4250,14,5906.399913500759,1.0202399950518433,0.0
4500,0,7.159846866715812e-06,3.988596319847599e-08,0.0
4500,1,56.89662188004103,10.695187841033917,0.0
4500,2,107.91196940752967,7.554969536672849,0.0
4500,3,149.44936488974542,6.3443135839691776,0.0
4500,4,150.44548416229236,8.591277552365783,0.0
4500,5,227.8350944896767,4.950645335529738,0.0
4500,6,228.43366698713365,6.299973176527816,0.0
4500,7,778.4944215347429,2.7456078581583157,0.0
4500,8,779.4615692331599,2.6109912293447755,0.0
4500,9,778.5835359065405,2.166541129352526,0.0
4500,10,1433.3983631543022,2.0254598056542923,0.0
4500,11,1433.0182070486926,2.3689094551667544,0.0
4500,12,2872.4995900373033,1.4403199318988675,0.0
4500,13,4495.099832659771,1.215269985002455,0.0
4500,14,5906.399903028875,1.080239994126497,0.0
4750,0,7.977106330094228e-06,4.6905707448168275e-08,0.0
4750,1,56.782440095024434,11.281750394759273,0.0
4750,2,107.87910050191907,7.973788179360466,0.0
4750,3,149.43216823775222,6.696442140712218,0.0
4750,4,150.42806291943836,9.067977836857963,0.0
4750,5,227.827684005826,5.225564223687057,0.0
4750,6,228.42615743915673,6.649778929051629,0.0
4750,7,778.4937846198758,2.8981045021032537,0.0
4750,8,779.4872084637216,2.837112759722361,0.0
4750,9,778.748443454557,2.4786845527959196,0.0
4750,10,1433.3981754818515,2.1379615586558036,0.0
4750,11,1432.9606651337233,2.3766113558718436,0.0
4750,12,2872.499543236599,1.5203199199092445,0.0
4750,13,4495.099813556471,1.2827699823620438,0.0
4750,14,5906.399891958801,1.1402399930924314,0.0
5000,0,8.838506025797215e-06,5.470380081201538e-08,0.0
5000,1,56.66216860979495,11.867103007477894,0.0
5000,2,107.84445818680301,8.392475734413015,0.0
5000,3,149.41404256427,7.048529170232121,0.0
5000,4,150.40972343583044,9.544614270491623,0.0
5000,5,227.8198730098915,5.500473972076701,0.0
5000,6,228.41824855980093,6.9995705009140465,0.0
5000,7,778.4931139670152,3.050600367674303,0.0
5000,8,779.4927606303806,3.064474138373504,0.0
5000,9,778.8682735555166,2.8587085557240934,0.0
5000,10,1433.3979774158252,2.2504634157432823,0.0
5000,11,1432.9240436447287,2.3729712809833163,0.0
5000,12,2872.499493906947,1.6003199065890328,0.0
5000,13,4495.099793420895,1.3502699794286073,0.0
5000,14,5906.39988029054,1.2002399919436069,0.0
5250,0,9.744042543525115e-06,6.332105150015279e-08,0.0
5250,1,56.535820067472436,12.451182847973971,0.0
5250,2,107.80804289052615,8.811025307700582,0.0
5250,3,149.39498794048598,7.400572473496178,0.0
5250,4,150.3904664779622,10.021184640414013,0.0
5250,5,227.81166150603454,5.775374093424131,0.0
5250,6,228.4099405105016,7.3493474821859825,0.0
5250,7,778.4924100590937,3.203095671013347,0.0
5250,8,779.4783692922807,3.29155693213384,0.0
5250,9,778.8917498794258,3.2842692838159384,0.0
5250,10,1433.3977689252458,2.362965321418582,0.0
5250,11,1432.9112917121588,2.363197248905106,0.0
5250,12,2872.499442048347,1.6803198918682178,0.0
5250,13,4495.099772253043,1.4177699761867233,0.0
5250,14,5906.399868024091,1.2602399906739843,0.0
5500,0,1.0693712299326998e-05,7.279824484877601e-08,0.0
5500,1,56.40340775135985,13.033927213465955,0.0
5500,2,107.76985506344533,9.229430005675471,0.0
5500,3,149.3750044423762,7.7525698523188025,0.0
5500,4,150.37029275939102,10.497686668152301,0.0
5500,5,227.80304949914137,6.050264100823078,0.0
5500,6,228.40123343357408,7.699109442823185,0.0
5500,7,778.4916730337029,3.355591043783983,0.0
5500,8,779.4437139134219,3.516811044024983,0.0
5500,9,778.80456581584,3.6890316687988904,0.0
5500,10,1433.39754999881,2.475467210582932,0.0
5500,11,1432.9234854501265,2.3534112577589825,0.0
5500,12,2872.4993876607996,1.7603198756767817,0.0
5500,13,4495.099750052914,1.4852699726209722,0.0
5500,14,5906.399855159454,1.3202399892775267,0.0
5750,0,1.1687511535786762e-05,8.31761421860432e-08,0.0
5750,1,56.26494558371592,13.615273535962391,0.0
5750,2,107.72989517793644,9.647682935401868,0.0
5750,3,149.35409215055583,8.10451910926715,0.0
5750,4,150.34920295297522,10.974118017450856,0.0
5750,5,227.79403699475694,6.325143507692225,0.0
5750,6,228.39212745585613,8.048855934966223,0.0
5750,7,778.4909024766621,3.5080869088894504,0.0
5750,8,779.3879695922775,3.738470787330497,0.0
5750,9,778.6512865852698,4.028954980891508,0.0
5750,10,1433.3973206477763,2.587969018132012,0.0
5750,11,1432.9595533369563,2.3497358353414834,0.0
5750,12,2872.4993307443037,1.84031985794471,0.0
5750,13,4495.099726820508,1.5527699687159338,0.0
5750,14,5906.399841696628,1.3802399877481935,0.0
6000,0,1.2725436322218508e-05,9.449547969941928e-08,0.0
6000,1,56.12044812446786,14.195159388607808,0.0
6000,2,107.68816372840122,10.065777204585698,0.0
6000,3,149.33225115015762,8.456418047576827,0.0
6000,4,150.32719770068923,11.450476301291488,0.0
6000,5,227.784623999029,6.600011827736309,0.0
6000,6,228.382622691627,8.398586494997128,0.0
6000,7,778.4900979815383,3.660583261396077,0.0
6000,8,779.3096961454687,3.9542991990451655,0.0
6000,9,778.4761691700014,4.305713411195822,0.0
6000,10,1433.3970809030752,2.7004706885508365,0.0
6000,11,1433.0165506258645,2.3573806027515425,0.0
6000,12,2872.49927129886,1.9203198386019842,0.0
6000,13,4495.099702555826,1.6202699644561889,0.0
6000,14,5906.399827635612,1.4402399860799469,0.0
6250,0,1.3807482554870859e-05,1.067969673044712e-07,0.0
6250,1,55.96993056986523,14.773522492017907,0.0
6250,2,107.64466123127498,10.483705921604413,0.0
6250,3,149.30948153073615,8.808264471077154,0.0
6250,4,150.30427762153099,11.926759088127717,0.0
6250,5,227.77481051866462,6.8748685749117255,0.0
6250,6,228.3727192449633,8.7483006453622,0.0
6250,7,778.4892593603884,3.813079976122189,0.0
6250,8,779.2066220827603,4.161148491089711,0.0
6250,9,778.3010184800577,4.534478442524332,0.0
6250,10,1433.3968308081862,2.8129721819862263,0.0
6250,11,1433.0903382704232,2.3800641775857057,0.0
6250,12,2872.4992093244705,2.0003198175785886,0.0
6250,13,4495.099677258868,1.687769959826321,0.0
6250,14,5906.3998129764095,1.500239984266748,0.0
6500,0,1.4933645957140371e-05,1.20121287515263e-07,0.0
6500,1,55.81340875107324,15.350300720603771,0.0
6500,2,107.59938822503376,10.901462195536872,0.0
6500,3,149.28578338618993,9.160056184125548,0.0
6500,4,150.28044331792452,12.402963907392198,0.0
6500,5,227.76459656089446,7.149713263396115,0.0
6500,6,228.3624172116488,9.097997896178494,0.0
6500,7,778.4883865595008,3.965576961869867,0.0
6500,8,779.075250053728,4.354063764202953,0.0
6500,9,778.1344409991744,4.7283274707673195,0.0
6500,10,1433.3965704110321,2.9254734755474,0.0
6500,11,1433.1763541977555,2.419890357476017,0.0
6500,12,2872.499144821135,2.080319794804505,0.0
6500,13,4495.099650929633,1.7552699548109099,0.0
6500,14,5906.399797719017,1.5602399823025588,0.0
6750,0,1.610392207979383e-05,1.3450909431646956e-07,0.0
6750,1,55.650899132707536,15.925432108884454,0.0
6750,2,107.5523452702024,11.31903913619347,0.0
6750,3,149.26115681469622,9.511790991549798,0.0
6750,4,150.25569538092745,12.879088254347275,0.0
6750,5,227.753982133444,7.424545407561561,0.0
6750,6,228.35171668072607,9.447677746645098,0.0
6750,7,778.4874795927229,4.118074195399715,0.0
6750,8,778.9101600778276,4.524108140062463,0.0
6750,9,777.9794890295577,4.896457136503666,0.0
6750,10,1433.3962997576066,3.037974560984901,0.0
6750,11,1433.2702199711023,2.4775690859676667,0.0
6750,12,2872.4990777888515,2.160319770209726,0.0
6750,13,4495.099623568121,1.822769949394535,0.0
6750,14,5906.399781863437,1.6202399801813387,0.0
7000,0,1.7318306301199552e-05,1.5000101203727923e-07,0.0
7000,1,55.48241881130862,16.498854857787606,0.0
7000,2,107.50353294936303,11.736429854146147,0.0
7000,3,149.23560191866162,9.86346669859771,0.0
7000,4,150.23003439448757,13.355129594351489,0.0
7000,5,227.74296724450969,7.699364521951099,0.0
7000,6,228.3406177357709,9.797339686280774,0.0
7000,7,778.4865385167781,4.270571764301137,0.0
7000,8,778.703136529569,4.651718272588599,0.0
7000,9,777.837002655088,5.045179003860708,0.0
7000,10,1433.396018888302,3.150475440793316,0.0
7000,11,1433.3680903103018,2.552787473273189,0.0
7000,12,2872.4990082276204,2.240319743724226,0.0
7000,13,4495.099595174333,1.8902699435617771,0.0
7000,14,5906.399765409669,1.6802399778970523,0.0
7250,0,1.8576793827567783e-05,1.6663763422715167e-07,0.0
7250,1,55.30798551375768,17.070507340937553,0.0
7250,2,107.45295186716336,12.153627460758601,0.0
7250,3,149.20911880467727,10.215081110892866,0.0
7250,4,150.20346093893704,13.831085366611115,0.0
7250,5,227.73155190273886,7.974170121258062,0.0
7250,6,228.32912045593724,10.146983196008545,0.0
7250,7,778.4855633671932,4.423070083345036,0.0
7250,8,778.4497093534867,4.678016828660434,0.0
7250,9,777.7069460792167,5.178906866364203,0.0
7250,10,1433.395727836566,3.262976124341061,0.0
7250,11,1433.4667809605794,2.644578241933586,0.0
7250,12,2872.498936137442,2.320319715277992,0.0
7250,13,4495.099565748269,1.9577699372972175,0.0
7250,14,5906.399748357714,1.7402399754436568,0.0
7500,0,1.98793796932001e-05,1.844595225334591e-07,0.0
7500,1,55.127617595632564,17.64032811093023,0.0
7500,2,107.40060265032555,12.570625068216625,0.0
7500,3,149.18170758348603,10.566632034396127,0.0
7500,4,150.17597559387443,14.306952987481337,0.0
7500,5,227.71973611721475,8.248961720307934,0.0
7500,6,228.31722491682086,10.496607749106586,0.0
7500,7,778.484552607104,4.575570277495611,0.0
7500,8,778.3456901643099,4.455329675177421,0.0
7500,9,777.5889509587367,5.3008187068576325,0.0
7500,10,1433.3954266290377,3.3754766247949575,0.0
7500,11,1433.5637560688144,2.7516125054429277,0.0
7500,12,2872.4988615183156,2.400319684801007,0.0
7500,13,4495.099535289928,2.025269930585438,0.0
7500,14,5906.399730707569,1.8002399728151168,0.0
7750,0,2.1226058760747556e-05,2.0350720558108083e-07,0.0
7750,1,54.94133403950472,18.208255905594733,0.0
7750,2,107.34648594765576,12.987415789558456,0.0
7750,3,149.1533683699529,10.918117275371857,0.0
7750,4,150.1475789405524,14.78272985337439,0.0
7750,5,227.7075198974425,8.523738834042344,0.0
7750,6,228.30493119117892,10.84621281204229,0.0
7750,7,778.4835046520972,4.728069174241011,0.0
7750,8,778.5930607284431,4.383261521871148,0.0
7750,9,777.4825441894768,5.4132727707924415,0.0
7750,10,1433.395115286393,3.4879769569873247,0.0
7750,11,1433.6570476408642,2.872402822312279,0.0
7750,12,2872.4987843702415,2.480319652223261,0.0
7750,13,4495.099503799313,2.092769923411015,0.0
7750,14,5906.399712459236,1.8602399700053915,0.0
8000,0,2.2616825721477984e-05,2.2382117785432557e-07,0.0
8000,1,54.749154453177,18.774229654240884,0.0
8000,2,107.29060243005353,13.403992738705295,0.0
8000,3,149.12410128304074,11.26953464035843,0.0
8000,4,150.11827156386235,15.258413343325946,0.0
8000,5,227.69490325333754,8.798500977505011,0.0
8000,6,228.2922393495284,11.195797845204945,0.0
8000,7,778.4824224358732,4.880566620841054,0.0
8000,8,778.8194694837375,4.478212898623105,0.0
8000,9,777.3872449748196,5.518069638672839,0.0
8000,10,1433.3947938244014,3.600477136079947,0.0
8000,11,1433.7451541613293,3.005430385713617,0.0
8000,12,2872.4987046932224,2.5603196174747267,0.0
8000,13,4495.099471276429,2.1602699157585357,0.0
8000,14,5906.399693612716,1.920239967008444,0.0
8250,0,2.405167509555229e-05,2.454418985808404e-07,0.0
8250,1,54.551099067861934,19.338188483892147,0.0
8250,2,107.23295279052131,13.820349030491931,0.0
8250,3,149.093906445792,11.62088193614227,0.0
8250,4,150.0880540539911,15.734000821264605,0.0
8250,5,227.68188619521686,9.073247665829312,0.0
8250,6,228.27914946064732,11.545362303550263,0.0
8250,7,778.4813061595539,5.033063440806745,0.0
8250,8,778.9998911689045,4.632950022921671,0.0
8250,9,777.3026053766473,5.61662094321894,0.0
8250,10,1433.3944622549675,3.7129771768047592,0.0
8250,11,1433.8269429213333,3.149217310870671,0.0
8250,12,2872.4986224872573,2.640319580485397,0.0
8250,13,4495.099437721267,2.2277699076125748,0.0
8250,14,5906.399674168007,1.980239963818236,0.0
8500,0,2.5530601232309813e-05,2.6840979061764196e-07,0.0
8500,1,54.347188736301355,19.90007172550372,0.0
8500,2,107.17353774417533,14.2364777806974,0.0
8500,3,149.06278398531074,11.972156969735181,0.0
8500,4,150.0569270078092,16.20948963802319,0.0
8500,5,227.66846873379157,9.347978414227311,0.0
8500,6,228.2656615919974,11.894905637168282,0.0
8500,7,778.4801557560014,5.185559855187207,0.0
8500,8,779.1433434642948,4.817156825243434,0.0
8500,9,777.2282258316136,5.7100610185445,0.0
8500,10,1433.3941205869944,3.8254770930849347,0.0
8500,11,1433.9015660957052,3.3023627060351117,0.0
8500,12,2872.4985377523444,2.7203195411852477,0.0
8500,13,4495.09940313383,2.295269898957716,0.0
8500,14,5906.399654125109,2.040239960428725,0.0
8750,0,2.705359831056239e-05,2.9276523933950736e-07,0.0
8750,1,54.13744493082674,20.459818920164974,0.0
8750,2,107.11235802825554,14.652372106075893,0.0
8750,3,149.03073403275013,12.32335754835443,0.0
8750,4,150.02489103003694,16.684877133125916,0.0
8750,5,227.65465088015915,9.622692737979904,0.0
8750,6,228.25177581008094,12.244427291784858,0.0
8750,7,778.4789711768044,5.338055945040186,0.0
8750,8,779.2564008153614,5.018554513249696,0.0
8750,9,777.163759481987,5.7993228876635525,0.0
8750,10,1433.3937688271144,3.937976897891166,0.0
8750,11,1433.9683928772067,3.4635563570968118,0.0
8750,12,2872.498450488484,2.800319499504266,0.0
8750,13,4495.099367514115,2.3627698897785434,0.0
8750,14,5906.399633484024,2.100239956833874,0.0
9000,0,2.862066033889744e-05,3.1854859152974857e-07,0.0
